,day_begin,day_id,rep_id,MBG_C,case_obs_f,hosp_obs_f,case_rate_f,hosp_rate_f,case_rate_ra_f,hosp_rate_ra_f
623,2020-07-26,208,2,Child of migrant(s),47,NA,"3,71788",NA,2803,NA
624,2020-07-26,208,3,Not a Migrant,73,NA,"0,68463",NA,715,NA
625,2020-07-27,209,1,Migrant,74,NA,"3,28611",NA,2722,266
626,2020-07-27,209,2,Child of migrant(s),56,NA,"4,42982",NA,3119,NA
627,2020-07-27,209,3,Not a Migrant,109,NA,"1,02225",NA,"0,77",NA
628,2020-07-28,210,1,Migrant,108,NA,"4,79595",NA,3096,266
629,2020-07-28,210,2,Child of migrant(s),67,NA,"5,29996",NA,3514,NA
630,2020-07-28,210,3,Not a Migrant,104,NA,"0,97536",NA,799,NA
631,2020-07-29,211,1,Migrant,109,NA,"4,84035",NA,3451,266
632,2020-07-29,211,2,Child of migrant(s),77,NA,6091,NA,"4,08",NA
633,2020-07-29,211,3,Not a Migrant,110,NA,"1,03163",NA,857,NA
634,2020-07-30,212,1,Migrant,141,10,"6,26138","0,44407",3901,296
635,2020-07-30,212,2,Child of migrant(s),103,NA,"8,1477",NA,4916,NA
636,2020-07-30,212,3,Not a Migrant,145,5,"1,35988","0,04689",951,47
637,2020-07-31,213,1,Migrant,198,6,"8,79257","0,26644","4,84",311
638,2020-07-31,213,2,Child of migrant(s),133,NA,"10,52081",NA,6034,NA
639,2020-07-31,213,3,Not a Migrant,145,NA,"1,35988",NA,1049,47
640,2020-08-01,214,1,Migrant,131,9,"5,81731","0,39966",5253,"0,37"
641,2020-08-01,214,2,Child of migrant(s),90,NA,"7,11935",NA,6475,NA
642,2020-08-01,214,3,Not a Migrant,109,NA,"1,02225",NA,1065,47
643,2020-08-02,215,1,Migrant,108,NA,"4,79595",NA,5513,"0,37"
644,2020-08-02,215,2,Child of migrant(s),90,NA,"7,11935",NA,6961,NA
645,2020-08-02,215,3,Not a Migrant,120,8,"1,12542","0,07503",1128,61
646,2020-08-03,216,1,Migrant,166,7,"7,37155","0,31085",6096,355
647,2020-08-03,216,2,Child of migrant(s),124,NA,"9,80888",NA,"7,73",NA
648,2020-08-03,216,3,Not a Migrant,162,NA,"1,51931",NA,1199,61
649,2020-08-04,217,1,Migrant,237,10,"10,52444","0,44407",6915,373
650,2020-08-04,217,2,Child of migrant(s),162,NA,"12,81482",NA,8803,NA
651,2020-08-04,217,3,Not a Migrant,213,NA,"1,99762",NA,1345,61
652,2020-08-05,218,1,Migrant,213,7,"9,45868","0,31085",7575,363
653,2020-08-05,218,2,Child of migrant(s),122,NA,"9,65067",NA,9312,NA
654,2020-08-05,218,3,Not a Migrant,207,NA,"1,94135",NA,1475,61
655,2020-08-06,219,1,Migrant,200,10,"8,88139","0,44407",7949,363
656,2020-08-06,219,2,Child of migrant(s),165,NA,"13,05213",NA,10012,NA
657,2020-08-06,219,3,Not a Migrant,189,5,"1,77253","0,04689",1534,61
658,2020-08-07,220,1,Migrant,231,12,10258,"0,53288",8158,407
659,2020-08-07,220,2,Child of migrant(s),161,NA,"12,73572",NA,10329,NA
660,2020-08-07,220,3,Not a Migrant,191,6,"1,79129","0,05627",1596,59
661,2020-08-08,221,1,Migrant,153,13,"6,79426","0,57729",8298,437
662,2020-08-08,221,2,Child of migrant(s),115,NA,"9,09694",NA,10611,NA
663,2020-08-08,221,3,Not a Migrant,150,5,"1,40677","0,04689",1651,56
664,2020-08-09,222,1,Migrant,130,17,"5,7729","0,75492",8437,482
665,2020-08-09,222,2,Child of migrant(s),108,7,"8,54322","0,55373",10815,554
666,2020-08-09,222,3,Not a Migrant,178,5,"1,66937","0,04689",1728,49
667,2020-08-10,223,1,Migrant,202,15,"8,9702","0,6661",8666,533
668,2020-08-10,223,2,Child of migrant(s),139,NA,"10,99543",NA,10984,554
669,2020-08-10,223,3,Not a Migrant,218,5,"2,04451","0,04689",1803,49
670,2020-08-11,224,1,Migrant,198,17,"8,79257","0,75492",8418,577
671,2020-08-11,224,2,Child of migrant(s),144,NA,"11,39095",NA,10781,554
672,2020-08-11,224,3,Not a Migrant,233,5,"2,18519","0,04689","1,83",48
673,2020-08-12,225,1,Migrant,198,14,"8,79257","0,6217",8323,622
674,2020-08-12,225,2,Child of migrant(s),143,NA,"11,31185",NA,11018,554
675,2020-08-12,225,3,Not a Migrant,266,9,"2,49468","0,08441",1909,54
676,2020-08-13,226,1,Migrant,170,11,"7,54918","0,48848",8133,628
677,2020-08-13,226,2,Child of migrant(s),144,NA,"11,39095",NA,10781,554
678,2020-08-13,226,3,Not a Migrant,228,6,"2,13829","0,05627",1961,55
679,2020-08-14,227,1,Migrant,173,8,"7,6824","0,35526",7765,603
680,2020-08-14,227,2,Child of migrant(s),133,NA,"10,52081",NA,10464,554
681,2020-08-14,227,3,Not a Migrant,250,NA,"2,34462",NA,"2,04",55
682,2020-08-15,228,1,Migrant,117,8,"5,19561","0,35526",7536,571
683,2020-08-15,228,2,Child of migrant(s),96,NA,"7,59397",NA,"10,25",554
684,2020-08-15,228,3,Not a Migrant,168,12,"1,57558","0,11254",2065,66
685,2020-08-16,229,1,Migrant,95,13,"4,21866","0,57729",7314,546
686,2020-08-16,229,2,Child of migrant(s),96,NA,"7,59397",NA,10114,NA
687,2020-08-16,229,3,Not a Migrant,141,NA,"1,32237",NA,2015,69
688,2020-08-17,230,1,Migrant,134,11,"5,95053","0,48848",6883,"0,52"
689,2020-08-17,230,2,Child of migrant(s),110,NA,"8,70142",NA,9786,NA
690,2020-08-17,230,3,Not a Migrant,209,6,"1,9601","0,05627",2003,71
691,2020-08-18,231,1,Migrant,157,7,"6,97189","0,31085",6623,457
692,2020-08-18,231,2,Child of migrant(s),127,NA,"10,04619",NA,9594,NA
693,2020-08-18,231,3,Not a Migrant,224,NA,"2,10078",NA,1991,77
694,2020-08-19,232,1,Migrant,140,8,"6,21697","0,35526",6255,419
695,2020-08-19,232,2,Child of migrant(s),103,NA,"8,1477",NA,9142,NA
696,2020-08-19,232,3,Not a Migrant,216,6,"2,02575","0,05627",1924,"0,07"
697,2020-08-20,233,1,Migrant,167,13,"7,41596","0,57729",6236,431
698,2020-08-20,233,2,Child of migrant(s),99,NA,"7,83128",NA,8634,NA
699,2020-08-20,233,3,Not a Migrant,245,15,"2,29773","0,14068",1947,91
700,2020-08-21,234,1,Migrant,150,9,"6,66104","0,39966","6,09",438
701,2020-08-21,234,2,Child of migrant(s),125,NA,"9,88798",NA,8543,NA
702,2020-08-21,234,3,Not a Migrant,210,NA,"1,96948",NA,1893,91
703,2020-08-22,235,1,Migrant,147,11,"6,52782","0,48848","6,28",457
704,2020-08-22,235,2,Child of migrant(s),94,NA,"7,43576",NA,8521,NA
705,2020-08-22,235,3,Not a Migrant,198,NA,"1,85694",NA,1933,84
706,2020-08-23,236,1,Migrant,106,8,"4,70713","0,35526","6,35",425
707,2020-08-23,236,2,Child of migrant(s),92,NA,"7,27755",NA,8475,NA
708,2020-08-23,236,3,Not a Migrant,171,NA,"1,60372",NA,1974,84
709,2020-08-24,237,1,Migrant,161,7,"7,14952","0,31085",6521,"0,4"
710,2020-08-24,237,2,Child of migrant(s),108,NA,"8,54322",NA,8453,NA
711,2020-08-24,237,3,Not a Migrant,208,7,"1,95072","0,06565",1972,88
712,2020-08-25,238,1,Migrant,135,7,"5,99493","0,31085",6382,"0,4"
713,2020-08-25,238,2,Child of migrant(s),92,NA,"7,27755",NA,8057,NA
714,2020-08-25,238,3,Not a Migrant,196,NA,"1,83818",NA,1935,88
715,2020-08-26,239,1,Migrant,154,NA,"6,83867",NA,6471,407
716,2020-08-26,239,2,Child of migrant(s),95,NA,"7,51487",NA,7967,NA
717,2020-08-26,239,3,Not a Migrant,231,7,"2,16643","0,06565",1955,91
718,2020-08-27,240,1,Migrant,143,NA,"6,35019",NA,6318,373
719,2020-08-27,240,2,Child of migrant(s),110,NA,"8,70142",NA,8091,NA
720,2020-08-27,240,3,Not a Migrant,239,NA,"2,24146",NA,1947,66
721,2020-08-28,241,1,Migrant,191,9,"8,48172","0,39966",6579,373
722,2020-08-28,241,2,Child of migrant(s),108,NA,"8,54322",NA,7899,NA
723,2020-08-28,241,3,Not a Migrant,231,11,"2,16643","0,10316",1975,78
724,2020-08-29,242,1,Migrant,144,8,"6,3946","0,35526","6,56",346
725,2020-08-29,242,2,Child of migrant(s),90,NA,"7,11935",NA,7854,NA
726,2020-08-29,242,3,Not a Migrant,216,NA,"2,02575",NA,1999,78
727,2020-08-30,243,1,Migrant,158,NA,"7,01629",NA,6889,344
728,2020-08-30,243,2,Child of migrant(s),91,NA,"7,19845",NA,7843,NA
729,2020-08-30,243,3,Not a Migrant,194,NA,"1,81943",NA,"2,03",78
730,2020-08-31,244,1,Migrant,174,15,"7,72681","0,6661",6972,433
731,2020-08-31,244,2,Child of migrant(s),98,NA,"7,75218",NA,"7,73",NA
732,2020-08-31,244,3,Not a Migrant,262,NA,"2,45716",NA,2102,84
733,2020-09-01,245,1,Migrant,204,11,"9,05901","0,48848","7,41",477
734,2020-09-01,245,2,Child of migrant(s),129,NA,"10,2044",NA,8148,NA
735,2020-09-01,245,3,Not a Migrant,242,NA,"2,26959",NA,2164,84
736,2020-09-02,246,1,Migrant,192,9,"8,52613","0,39966",7651,462
737,2020-09-02,246,2,Child of migrant(s),130,NA,"10,2835",NA,8543,NA
738,2020-09-02,246,3,Not a Migrant,287,5,"2,69162","0,04689",2239,75
739,2020-09-03,247,1,Migrant,217,10,"9,6363","0,44407","8,12",459
740,2020-09-03,247,2,Child of migrant(s),146,NA,"11,54916",NA,"8,95",NA
741,2020-09-03,247,3,Not a Migrant,348,NA,"3,26371",NA,2385,75
742,2020-09-04,248,1,Migrant,266,11,"11,81224","0,48848",8596,474
743,2020-09-04,248,2,Child of migrant(s),153,NA,"12,10289",NA,9459,NA
744,2020-09-04,248,3,Not a Migrant,410,NA,"3,84518",NA,2625,47
745,2020-09-05,249,1,Migrant,229,10,"10,16919","0,44407",9135,488
746,2020-09-05,249,2,Child of migrant(s),163,NA,"12,89393",NA,10284,NA
747,2020-09-05,249,3,Not a Migrant,377,NA,"3,53569",NA,"2,84",47
748,2020-09-06,250,1,Migrant,228,11,"10,12478","0,48848",9579,488
749,2020-09-06,250,2,Child of migrant(s),159,NA,"12,57751",NA,11052,NA
750,2020-09-06,250,3,Not a Migrant,403,7,"3,77953","0,06565","3,12",56
751,2020-09-07,251,1,Migrant,279,16,"12,38953","0,71051",10245,495
752,2020-09-07,251,2,Child of migrant(s),168,NA,"13,28945",NA,11843,NA
753,2020-09-07,251,3,Not a Migrant,516,7,"4,8393","0,06565",3461,59
754,2020-09-08,252,1,Migrant,240,8,"10,65766","0,35526",10474,476
755,2020-09-08,252,2,Child of migrant(s),176,NA,"13,92228",NA,12374,NA
756,2020-09-08,252,3,Not a Migrant,427,12,"4,00461","0,11254",3709,73
757,2020-09-09,253,1,Migrant,275,23,"12,2119","1,02136",11,565
758,2020-09-09,253,2,Child of migrant(s),201,NA,"15,89987",NA,13176,NA
759,2020-09-09,253,3,Not a Migrant,479,10,"4,49229","0,09378",3966,84
760,2020-09-10,254,1,Migrant,321,11,"14,25462","0,48848","11,66",571
761,2020-09-10,254,2,Child of migrant(s),186,NA,"14,71332",NA,13628,NA
762,2020-09-10,254,3,Not a Migrant,603,NA,"5,65522",NA,4307,84
763,2020-09-11,255,1,Migrant,318,24,"14,1214","1,06577","11,99",653
764,2020-09-11,255,2,Child of migrant(s),194,NA,"15,34615",NA,14092,NA
765,2020-09-11,255,3,Not a Migrant,640,14,"6,00223","0,1313",4616,94
766,2020-09-12,256,1,Migrant,306,16,"13,58852","0,71051",12478,691
767,2020-09-12,256,2,Child of migrant(s),179,NA,"14,15959",NA,14273,NA
768,2020-09-12,256,3,Not a Migrant,553,9,"5,1863","0,08441",4851,92
769,2020-09-13,257,1,Migrant,291,15,"12,92242","0,6661",12878,717
770,2020-09-13,257,2,Child of migrant(s),257,NA,"20,32969",NA,"15,38",NA
771,2020-09-13,257,3,Not a Migrant,665,8,"6,23669","0,07503",5202,94
772,2020-09-14,258,1,Migrant,336,27,"14,92073","1,19899","13,24",787
773,2020-09-14,258,2,Child of migrant(s),234,NA,"18,5103",NA,16126,NA
774,2020-09-14,258,3,Not a Migrant,814,28,"7,63408","0,2626",5602,127
775,2020-09-15,259,1,Migrant,392,21,"17,40751","0,93255",14204,869
776,2020-09-15,259,2,Child of migrant(s),293,7,"23,17743","0,55373",17448,554
777,2020-09-15,259,3,Not a Migrant,1003,25,"9,40662","0,23446",6373,147
778,2020-09-16,260,1,Migrant,394,17,"17,49633","0,75492",14959,831
779,2020-09-16,260,2,Child of migrant(s),292,5,"23,09832","0,39552",18476,475
780,2020-09-16,260,3,Not a Migrant,962,17,"9,0221","0,15943","7,02",158
781,2020-09-17,261,1,Migrant,419,30,"18,6065","1,33221","15,58",952
782,2020-09-17,261,2,Child of migrant(s),301,5,"23,81026","0,39552",19776,448
783,2020-09-17,261,3,Not a Migrant,1130,23,"10,59768","0,21571",7727,166
784,2020-09-18,262,1,Migrant,426,40,"18,91735","1,77628",16266,1053
785,2020-09-18,262,2,Child of migrant(s),337,11,26658,"0,87014",21392,554
786,2020-09-18,262,3,Not a Migrant,1131,26,"10,60706","0,24384",8384,182
787,2020-09-19,263,1,Migrant,383,28,"17,00785","1,24339",16754,1129
788,2020-09-19,263,2,Child of migrant(s),294,6,"23,25653","0,47462",22692,538
789,2020-09-19,263,3,Not a Migrant,1026,29,"9,62232","0,27198",9018,209
790,2020-09-20,264,1,Migrant,380,23,"16,87463","1,02136",17319,"1,18"
791,2020-09-20,264,2,Child of migrant(s),256,6,"20,25059","0,47462","22,68",527
792,2020-09-20,264,3,Not a Migrant,1032,27,"9,67859","0,25322","9,51",234
793,2020-09-21,265,1,Migrant,399,37,"17,71836","1,64306",17718,1243
794,2020-09-21,265,2,Child of migrant(s),338,7,"26,7371","0,55373",23855,531
795,2020-09-21,265,3,Not a Migrant,1278,41,"11,9857","0,38452",10131,252
796,2020-09-22,266,1,Migrant,429,32,"19,05057","1,42102",17953,1313
797,2020-09-22,266,2,Child of migrant(s),382,NA,"30,21767",NA,24861,527
798,2020-09-22,266,3,Not a Migrant,1550,38,"14,53664","0,35638",10864,269
799,2020-09-23,267,1,Migrant,431,37,"19,13938","1,64306",18188,"1,44"
800,2020-09-23,267,2,Child of migrant(s),338,NA,"26,7371",NA,25381,554
801,2020-09-23,267,3,Not a Migrant,1365,47,"12,80162","0,44079",11404,309
802,2020-09-24,268,1,Migrant,543,37,"24,11296","1,64306",18974,1484
803,2020-09-24,268,2,Child of migrant(s),386,10,"30,53409","0,79104",26342,633
804,2020-09-24,268,3,Not a Migrant,1500,48,"14,06772","0,45017","11,9",343
805,2020-09-25,269,1,Migrant,656,42,"29,13094","1,86509",20434,1497
806,2020-09-25,269,2,Child of migrant(s),429,6,"33,93555","0,47462",27381,554
807,2020-09-25,269,3,Not a Migrant,1688,57,"15,83087","0,53457",12646,385
808,2020-09-26,270,1,Migrant,508,39,"22,55872","1,73187",21227,1567
809,2020-09-26,270,2,Child of migrant(s),334,7,"26,42069","0,55373",27833,"0,57"
810,2020-09-26,270,3,Not a Migrant,1359,26,"12,74535","0,24384",13092,"0,38"
811,2020-09-27,271,1,Migrant,493,34,"21,89261","1,50984",21943,1637
812,2020-09-27,271,2,Child of migrant(s),364,11,"28,7938","0,87014",29054,649
813,2020-09-27,271,3,Not a Migrant,1580,41,14818,"0,38452",13827,399
814,2020-09-28,272,1,Migrant,581,41,"25,80042","1,82068",23098,1662
815,2020-09-28,272,2,Child of migrant(s),426,6,"33,69824","0,47462",30048,633
816,2020-09-28,272,3,Not a Migrant,1923,57,"18,03482","0,53457",14691,421
817,2020-09-29,273,1,Migrant,612,42,"27,17704","1,86509",24259,1726
818,2020-09-29,273,2,Child of migrant(s),469,NA,"37,0997",NA,31031,633
819,2020-09-29,273,3,Not a Migrant,1998,52,"18,7382","0,48768",15291,439
820,2020-09-30,274,1,Migrant,573,46,"25,44517","2,04272","25,16",1783
821,2020-09-30,274,2,Child of migrant(s),477,7,"37,73254","0,55373",32602,"0,62"
822,2020-09-30,274,3,Not a Migrant,1994,58,"18,70069","0,54395",16134,454
823,2020-10-01,275,1,Migrant,680,40,"30,19671","1,77628",26029,1802
824,2020-10-01,275,2,Child of migrant(s),500,8,"39,55192","0,63283","33,89",593
825,2020-10-01,275,3,Not a Migrant,2320,61,"21,75807","0,57209",17232,472
826,2020-10-02,276,1,Migrant,742,54,"32,94994","2,39797",26574,1878
827,2020-10-02,276,2,Child of migrant(s),519,9,"41,0549","0,71193",34907,633
828,2020-10-02,276,3,Not a Migrant,2641,52,"24,76856","0,48768",18509,465
829,2020-10-03,277,1,Migrant,641,47,"28,46484","2,08713",27418,1929
830,2020-10-03,277,2,Child of migrant(s),455,9,"35,99225","0,71193",36275,659
831,2020-10-03,277,3,Not a Migrant,2235,73,"20,9609","0,68463",19683,528
832,2020-10-04,278,1,Migrant,642,34,"28,50925","1,50984",28363,1929
833,2020-10-04,278,2,Child of migrant(s),474,5,"37,49522","0,39552",37518,"0,58"
834,2020-10-04,278,3,Not a Migrant,2358,60,"22,11446","0,56271",20725,553
835,2020-10-05,279,1,Migrant,777,56,"34,50418","2,48679",29607,2024
836,2020-10-05,279,2,Child of migrant(s),548,12,"43,34891","0,94925",38896,659
837,2020-10-05,279,3,Not a Migrant,2878,114,"26,99126","1,06915",22005,"0,63"
838,2020-10-06,280,1,Migrant,941,55,"41,78692","2,44238",31694,2106
839,2020-10-06,280,2,Child of migrant(s),726,6,"57,42939","0,47462",41801,633
840,2020-10-06,280,3,Not a Migrant,3822,106,"35,84455","0,99412",24448,702
841,2020-10-07,281,1,Migrant,972,57,"43,16353","2,53119",34225,2176
842,2020-10-07,281,2,Child of migrant(s),704,11,"55,68911","0,87014",44366,678
843,2020-10-07,281,3,Not a Migrant,3926,91,"36,81991","0,85344",27037,746
844,2020-10-08,282,1,Migrant,994,55,"44,14048","2,44238",36217,2271
845,2020-10-08,282,2,Child of migrant(s),737,11,"58,29954","0,87014",47044,712
846,2020-10-08,282,3,Not a Migrant,3687,95,"34,57845","0,89096",28868,792
847,2020-10-09,283,1,Migrant,1129,63,"50,13542","2,79764",38672,2328
848,2020-10-09,283,2,Child of migrant(s),825,19,"65,26067","1,50297",50502,825
849,2020-10-09,283,3,Not a Migrant,4172,131,"39,12702","1,22858","30,92",898
850,2020-10-10,284,1,Migrant,912,51,"40,49912","2,26475",40391,2354
851,2020-10-10,284,2,Child of migrant(s),622,17,"49,20259","1,34477",52389,915
852,2020-10-10,284,3,Not a Migrant,3169,88,"29,7204","0,82531",32171,918
853,2020-10-11,285,1,Migrant,1169,60,"51,9117","2,66442",43734,2519
854,2020-10-11,285,2,Child of migrant(s),785,9,"62,09652","0,71193",55904,961
855,2020-10-11,285,3,Not a Migrant,4526,97,42447,"0,90971",35076,967
856,2020-10-12,286,1,Migrant,1135,76,"50,40186","3,37493",46006,2645
857,2020-10-12,286,2,Child of migrant(s),843,14,"66,68454","1,10745",59237,983
858,2020-10-12,286,3,Not a Migrant,4446,149,"41,69672","1,39739",37176,1014
859,2020-10-13,287,1,Migrant,1219,81,"54,13204","3,59696",47769,"2,81"
860,2020-10-13,287,2,Child of migrant(s),922,16,"72,93375","1,26566",61452,1096
861,2020-10-13,287,3,Not a Migrant,4964,142,"46,55477","1,33174",38706,1062
862,2020-10-14,288,1,Migrant,1276,65,"56,66324","2,88645",49698,2861
863,2020-10-14,288,2,Child of migrant(s),916,13,"72,45913","1,02835",63848,1119
864,2020-10-14,288,3,Not a Migrant,5214,137,"48,89939","1,28485",40432,1124
865,2020-10-15,289,1,Migrant,1207,54,"53,59916","2,39797",51049,2855
866,2020-10-15,289,2,Child of migrant(s),862,15,"68,18752","1,18656",65261,1164
867,2020-10-15,289,3,Not a Migrant,4985,145,"46,75172","1,35988",42171,1191
868,2020-10-16,290,1,Migrant,1306,73,"57,99544","3,24171",52172,2918
869,2020-10-16,290,2,Child of migrant(s),914,13,"72,30092","1,02835",66266,1096
870,2020-10-16,290,3,Not a Migrant,5177,138,"48,55239","1,29423",43517,"1,2"
871,2020-10-17,291,1,Migrant,1148,72,"50,97915","3,1973",53669,3051
872,2020-10-17,291,2,Child of migrant(s),786,12,"62,17562","0,94925","68,12","1,04"
873,2020-10-17,291,3,Not a Migrant,4257,120,"39,92419","1,12542",44975,1243
874,2020-10-18,292,1,Migrant,1156,69,"51,33441","3,06408",53586,3108
875,2020-10-18,292,2,Child of migrant(s),817,26,"64,62784","2,0567",68481,1232
876,2020-10-18,292,3,Not a Migrant,4266,110,"40,00859","1,03163",44627,1261
877,2020-10-19,293,1,Migrant,1423,74,"63,19106","3,28611",55414,3096
878,2020-10-19,293,2,Child of migrant(s),931,21,"73,64568","1,66118",69476,1311
879,2020-10-19,293,3,Not a Migrant,5189,188,"48,66493","1,76315",45622,1313
880,2020-10-20,294,1,Migrant,1529,66,"67,89819","2,93086","57,38",3001
881,2020-10-20,294,2,Child of migrant(s),1070,17,"84,64112","1,34477",71148,1322
882,2020-10-20,294,3,Not a Migrant,6226,158,"58,39041","1,4818",47313,1334
883,2020-10-21,295,1,Migrant,1535,88,"68,16463","3,90781",59023,3147
884,2020-10-21,295,2,Child of migrant(s),1116,22,"88,27989","1,74028",73408,1424
885,2020-10-21,295,3,Not a Migrant,6081,173,"57,03054","1,62248",48475,1383
886,2020-10-22,296,1,Migrant,1597,82,"70,91786","3,64137",61497,3324
887,2020-10-22,296,2,Child of migrant(s),999,30,"79,02474","2,37312",74957,1593
888,2020-10-22,296,3,Not a Migrant,5742,175,"53,85123","1,64123",49489,1423
889,2020-10-23,297,1,Migrant,1647,100,"73,13821","4,44069",63661,3495
890,2020-10-23,297,2,Child of migrant(s),1081,19,"85,51126","1,50297",76844,1661
891,2020-10-23,297,3,Not a Migrant,6197,185,"58,11844","1,73502",50855,1486
892,2020-10-24,298,1,Migrant,1620,65,"71,93922","2,88645",66655,3451
893,2020-10-24,298,2,Child of migrant(s),993,19,"78,55012","1,50297",79183,"1,74"
894,2020-10-24,298,3,Not a Migrant,5614,128,"52,65079","1,20045",52674,1497
895,2020-10-25,299,1,Migrant,1420,68,"63,05783","3,01967","68,33",3445
896,2020-10-25,299,2,Child of migrant(s),895,20,"70,79794","1,58208",80064,1672
897,2020-10-25,299,3,Not a Migrant,5527,161,"51,83486","1,50994",54363,1565
898,2020-10-26,300,1,Migrant,1621,96,"71,98363","4,26306",69586,3584
899,2020-10-26,300,2,Child of migrant(s),1093,28,"86,46051","2,21491",81895,1752
900,2020-10-26,300,3,Not a Migrant,6161,222,"57,78081","2,08202",55665,"1,61"
901,2020-10-27,301,1,Migrant,1545,91,"68,6087","4,04103",69687,3743
902,2020-10-27,301,2,Child of migrant(s),957,16,"75,70238","1,26566",80618,"1,74"
903,2020-10-27,301,3,Not a Migrant,5524,193,"51,80672","1,81005",54725,1657
904,2020-10-28,302,1,Migrant,1598,86,"70,96227",3819,70087,"3,73"
905,2020-10-28,302,2,Child of migrant(s),961,18,"76,0188","1,42387",78867,1695
906,2020-10-28,302,3,Not a Migrant,5617,165,"52,67892","1,54745",54103,1647
907,2020-10-29,303,1,Migrant,1466,74,"65,10055","3,28611",69256,3679
908,2020-10-29,303,2,Child of migrant(s),886,21,"70,08601","1,66118","77,59",1593
909,2020-10-29,303,3,Not a Migrant,4912,174,"46,06709","1,63186",52991,1645
910,2020-10-30,304,1,Migrant,1437,90,"63,81275","3,99662",67924,3616
911,2020-10-30,304,2,Child of migrant(s),866,19,"68,50393","1,50297","75,16",1593
912,2020-10-30,304,3,Not a Migrant,4776,198,"44,79162","1,85694",51087,1663
913,2020-10-31,305,1,Migrant,1202,63,"53,37712","2,79764",65272,3603
914,2020-10-31,305,2,Child of migrant(s),748,17,"59,16968","1,34477",72391,1571
915,2020-10-31,305,3,Not a Migrant,3942,129,"36,96997","1,20982",48847,1664
916,2020-11-01,306,1,Migrant,1206,68,"53,55475","3,01967",63914,3603
917,2020-11-01,306,2,Child of migrant(s),717,8,"56,71746","0,63283","70,38",1435
918,2020-11-01,306,3,Not a Migrant,4088,156,"38,33923","1,46304",46919,1657
919,2020-11-02,307,1,Migrant,1210,101,"53,73238","4,4851",61307,3635
920,2020-11-02,307,2,Child of migrant(s),776,25,"61,38459","1,9776",66798,1401
921,2020-11-02,307,3,Not a Migrant,3982,247,"37,34511","2,31648",44,1691
922,2020-11-03,308,1,Migrant,1283,58,"56,97409","2,5756",59645,3426
923,2020-11-03,308,2,Child of migrant(s),789,19,"62,41294","1,50297",64899,1435
924,2020-11-03,308,3,Not a Migrant,4376,138,"41,04023","1,29423",42462,1617
925,2020-11-04,309,1,Migrant,1168,53,"51,86729","2,35357",56917,3216
926,2020-11-04,309,2,Child of migrant(s),724,20,"57,27119","1,58208",62221,1458
927,2020-11-04,309,3,Not a Migrant,3969,160,"37,22319","1,50056",40254,"1,61"
928,2020-11-05,310,1,Migrant,1075,68,"47,73744","3,01967",54437,3178
929,2020-11-05,310,2,Child of migrant(s),636,13,"50,31005","1,02835",59396,1367
930,2020-11-05,310,3,Not a Migrant,3712,152,"34,81292","1,42553",38646,1581
931,2020-11-06,311,1,Migrant,1037,75,"46,04998","3,33052",51899,3083
932,2020-11-06,311,2,Child of migrant(s),586,15,"46,35486","1,18656",56232,1322
933,2020-11-06,311,3,Not a Migrant,3281,157,"30,77079","1,47242",36643,1526
934,2020-11-07,312,1,Migrant,800,46,"35,52554","2,04272",49349,2975
935,2020-11-07,312,2,Child of migrant(s),477,9,"37,73254","0,71193",53169,1232
936,2020-11-07,312,3,Not a Migrant,2740,94,"25,69703","0,88158",35033,1479
937,2020-11-08,313,1,Migrant,639,42,"28,37603","1,86509",45752,"2,81"
938,2020-11-08,313,2,Child of migrant(s),416,5,"32,9072","0,39552",49768,1198
939,2020-11-08,313,3,Not a Migrant,2438,111,"22,86473","1,04101",32822,1419
940,2020-11-09,314,1,Migrant,811,88,"36,01402","3,90781",43221,2728
941,2020-11-09,314,2,Child of migrant(s),488,14,"38,60268","1,10745",46513,1074
942,2020-11-09,314,3,Not a Migrant,3036,175,"28,47306","1,64123",31555,1322
943,2020-11-10,315,1,Migrant,894,58,"39,69979","2,5756",40753,2728
944,2020-11-10,315,2,Child of migrant(s),555,15,"43,90264","1,18656",43869,1028
945,2020-11-10,315,3,Not a Migrant,3275,135,"30,71452","1,26609",30079,1318
946,2020-11-11,316,1,Migrant,1002,63,"44,49574","2,79764","39,7",2791
947,2020-11-11,316,2,Child of migrant(s),614,12,"48,56976","0,94925",42626,938
948,2020-11-11,316,3,Not a Migrant,3576,153,"33,53744","1,43491",29553,1309
949,2020-11-12,317,1,Migrant,924,40,41032,"1,77628",38742,2614
950,2020-11-12,317,2,Child of migrant(s),563,11,"44,53547","0,87014",41801,915
951,2020-11-12,317,3,Not a Migrant,3268,133,"30,64887","1,24734",28958,1284
952,2020-11-13,318,1,Migrant,778,59,"34,54859","2,62001",37099,2512
953,2020-11-13,318,2,Child of migrant(s),535,10,"42,32056","0,79104",41224,859
954,2020-11-13,318,3,Not a Migrant,3102,145,"29,09204","1,35988",28718,1267
955,2020-11-14,319,1,Migrant,796,35,"35,34791","1,55424",37073,2442
956,2020-11-14,319,2,Child of migrant(s),434,11,"34,33107","0,87014",40738,881
957,2020-11-14,319,3,Not a Migrant,2792,82,"26,18472","0,76904",28788,1251
958,2020-11-15,320,1,Migrant,571,41,"25,35635","1,82068",36642,2436
959,2020-11-15,320,2,Child of migrant(s),367,11,"29,03111","0,87014",40185,949
960,2020-11-15,320,3,Not a Migrant,2208,97,"20,70768","0,90971","28,48",1233
