,day_begin,day_id,rep_id,SES_Q,case_obs_f,hosp_obs_f,case_obs_ra_f,hosp_obs_ra_f
480,2020-04-05,96,5,Q5,NA,18,NA,36571
481,2020-04-06,97,1,Q1,NA,131,NA,115714
482,2020-04-06,97,2,Q2,NA,93,NA,95714
483,2020-04-06,97,3,Q3,NA,69,NA,64857
484,2020-04-06,97,4,Q4,NA,65,NA,49429
485,2020-04-06,97,5,Q5,NA,32,NA,30857
486,2020-04-07,98,1,Q1,NA,81,NA,108571
487,2020-04-07,98,2,Q2,NA,65,NA,88
488,2020-04-07,98,3,Q3,NA,37,NA,60714
489,2020-04-07,98,4,Q4,NA,27,NA,47
490,2020-04-07,98,5,Q5,NA,29,NA,29714
491,2020-04-08,99,1,Q1,NA,82,NA,102857
492,2020-04-08,99,2,Q2,NA,68,NA,82571
493,2020-04-08,99,3,Q3,NA,31,NA,54
494,2020-04-08,99,4,Q4,NA,37,NA,44714
495,2020-04-08,99,5,Q5,NA,29,NA,28857
496,2020-04-09,100,1,Q1,NA,73,NA,92429
497,2020-04-09,100,2,Q2,NA,63,NA,74571
498,2020-04-09,100,3,Q3,NA,31,NA,49857
499,2020-04-09,100,4,Q4,NA,34,NA,40286
500,2020-04-09,100,5,Q5,NA,20,NA,26286
501,2020-04-10,101,1,Q1,NA,79,NA,85571
502,2020-04-10,101,2,Q2,NA,50,NA,65571
503,2020-04-10,101,3,Q3,NA,39,NA,41857
504,2020-04-10,101,4,Q4,NA,45,NA,38714
505,2020-04-10,101,5,Q5,NA,21,NA,23857
506,2020-04-11,102,1,Q1,NA,40,NA,81429
507,2020-04-11,102,2,Q2,NA,44,NA,64857
508,2020-04-11,102,3,Q3,NA,41,NA,42571
509,2020-04-11,102,4,Q4,NA,14,NA,37
510,2020-04-11,102,5,Q5,NA,11,NA,22857
511,2020-04-12,103,1,Q1,NA,53,NA,77
512,2020-04-12,103,2,Q2,NA,40,NA,60429
513,2020-04-12,103,3,Q3,NA,19,NA,38143
514,2020-04-12,103,4,Q4,NA,25,NA,35286
515,2020-04-12,103,5,Q5,NA,13,NA,22143
516,2020-04-13,104,1,Q1,NA,70,NA,68286
517,2020-04-13,104,2,Q2,NA,43,NA,53286
518,2020-04-13,104,3,Q3,NA,31,NA,32714
519,2020-04-13,104,4,Q4,NA,21,NA,29
520,2020-04-13,104,5,Q5,NA,11,NA,19143
521,2020-04-14,105,1,Q1,NA,54,NA,64429
522,2020-04-14,105,2,Q2,NA,42,NA,50
523,2020-04-14,105,3,Q3,NA,31,NA,31857
524,2020-04-14,105,4,Q4,NA,31,NA,29571
525,2020-04-14,105,5,Q5,NA,20,NA,17857
526,2020-04-15,106,1,Q1,NA,52,NA,60143
527,2020-04-15,106,2,Q2,NA,39,NA,45857
528,2020-04-15,106,3,Q3,NA,18,NA,30
529,2020-04-15,106,4,Q4,NA,13,NA,26143
530,2020-04-15,106,5,Q5,NA,13,NA,15571
531,2020-04-16,107,1,Q1,NA,38,NA,55143
532,2020-04-16,107,2,Q2,NA,37,NA,42143
533,2020-04-16,107,3,Q3,NA,30,NA,29857
534,2020-04-16,107,4,Q4,NA,22,NA,24429
535,2020-04-16,107,5,Q5,NA,12,NA,14429
536,2020-04-17,108,1,Q1,NA,52,NA,51286
537,2020-04-17,108,2,Q2,NA,24,NA,38429
538,2020-04-17,108,3,Q3,NA,32,NA,28857
539,2020-04-17,108,4,Q4,NA,23,NA,21286
540,2020-04-17,108,5,Q5,NA,13,NA,13286
541,2020-04-18,109,1,Q1,NA,35,NA,50571
542,2020-04-18,109,2,Q2,NA,22,NA,35286
543,2020-04-18,109,3,Q3,NA,10,NA,24429
544,2020-04-18,109,4,Q4,NA,11,NA,20857
545,2020-04-18,109,5,Q5,NA,5,NA,12429
546,2020-04-19,110,1,Q1,NA,24,NA,46429
547,2020-04-19,110,2,Q2,NA,23,NA,32857
548,2020-04-19,110,3,Q3,NA,18,NA,24286
549,2020-04-19,110,4,Q4,NA,8,NA,18429
550,2020-04-19,110,5,Q5,NA,10,NA,12
551,2020-04-20,111,1,Q1,NA,33,NA,41143
552,2020-04-20,111,2,Q2,NA,26,NA,30429
553,2020-04-20,111,3,Q3,NA,19,NA,22571
554,2020-04-20,111,4,Q4,NA,21,NA,18429
555,2020-04-20,111,5,Q5,NA,15,NA,12571
556,2020-04-21,112,1,Q1,NA,33,NA,38143
557,2020-04-21,112,2,Q2,NA,29,NA,28571
558,2020-04-21,112,3,Q3,NA,10,NA,19571
559,2020-04-21,112,4,Q4,NA,17,NA,16429
560,2020-04-21,112,5,Q5,NA,8,NA,10857
561,2020-04-22,113,1,Q1,NA,36,NA,35857
562,2020-04-22,113,2,Q2,NA,26,NA,26714
563,2020-04-22,113,3,Q3,NA,11,NA,18571
564,2020-04-22,113,4,Q4,NA,14,NA,16571
565,2020-04-22,113,5,Q5,NA,9,NA,10286
566,2020-04-23,114,1,Q1,NA,40,NA,36143
567,2020-04-23,114,2,Q2,NA,21,NA,24429
568,2020-04-23,114,3,Q3,NA,18,NA,16857
569,2020-04-23,114,4,Q4,NA,15,NA,15571
570,2020-04-23,114,5,Q5,NA,6,NA,9429
571,2020-04-24,115,1,Q1,NA,31,NA,33143
572,2020-04-24,115,2,Q2,NA,24,NA,24429
573,2020-04-24,115,3,Q3,NA,15,NA,14429
574,2020-04-24,115,4,Q4,NA,9,NA,13571
575,2020-04-24,115,5,Q5,NA,NA,NA,8833
576,2020-04-25,116,1,Q1,NA,19,NA,30857
577,2020-04-25,116,2,Q2,NA,16,NA,23571
578,2020-04-25,116,3,Q3,NA,6,NA,13857
579,2020-04-25,116,4,Q4,NA,6,NA,12857
580,2020-04-25,116,5,Q5,NA,6,NA,9
581,2020-04-26,117,1,Q1,NA,23,NA,30714
582,2020-04-26,117,2,Q2,NA,7,NA,21286
583,2020-04-26,117,3,Q3,NA,NA,NA,13167
584,2020-04-26,117,4,Q4,NA,8,NA,12857
585,2020-04-26,117,5,Q5,NA,NA,NA,"8,8"
586,2020-04-27,118,1,Q1,NA,22,NA,29143
587,2020-04-27,118,2,Q2,NA,16,NA,19857
588,2020-04-27,118,3,Q3,NA,11,NA,11833
589,2020-04-27,118,4,Q4,NA,6,NA,10714
590,2020-04-27,118,5,Q5,NA,8,NA,"7,4"
591,2020-04-28,119,1,Q1,NA,32,NA,29
592,2020-04-28,119,2,Q2,NA,23,NA,19
593,2020-04-28,119,3,Q3,NA,10,NA,11833
594,2020-04-28,119,4,Q4,NA,9,NA,9571
595,2020-04-28,119,5,Q5,NA,NA,NA,"7,25"
596,2020-04-29,120,1,Q1,NA,19,NA,26571
597,2020-04-29,120,2,Q2,NA,15,NA,17429
598,2020-04-29,120,3,Q3,NA,8,NA,11333
599,2020-04-29,120,4,Q4,NA,8,NA,8714
600,2020-04-29,120,5,Q5,NA,NA,NA,6667
601,2020-04-30,121,1,Q1,NA,28,NA,24857
602,2020-04-30,121,2,Q2,NA,21,NA,17429
603,2020-04-30,121,3,Q3,NA,11,NA,10167
604,2020-04-30,121,4,Q4,NA,5,NA,7286
605,2020-04-30,121,5,Q5,NA,NA,NA,7
606,2020-05-01,122,1,Q1,NA,14,NA,22429
607,2020-05-01,122,2,Q2,NA,12,NA,15714
608,2020-05-01,122,3,Q3,NA,8,NA,9
609,2020-05-01,122,4,Q4,NA,8,NA,7143
610,2020-05-01,122,5,Q5,NA,NA,NA,7
611,2020-05-02,123,1,Q1,NA,13,NA,21571
612,2020-05-02,123,2,Q2,NA,5,NA,14143
613,2020-05-02,123,3,Q3,NA,NA,NA,"9,6"
614,2020-05-02,123,4,Q4,NA,6,NA,7143
615,2020-05-02,123,5,Q5,NA,NA,NA,8
616,2020-05-03,124,1,Q1,NA,11,NA,19857
617,2020-05-03,124,2,Q2,NA,11,NA,14714
618,2020-05-03,124,3,Q3,NA,8,NA,9333
619,2020-05-03,124,4,Q4,NA,8,NA,7143
620,2020-05-03,124,5,Q5,NA,NA,NA,8
621,2020-05-04,125,1,Q1,NA,24,NA,20143
622,2020-05-04,125,2,Q2,NA,10,NA,13857
623,2020-05-04,125,3,Q3,NA,14,NA,9833
624,2020-05-04,125,4,Q4,NA,6,NA,7143
625,2020-05-04,125,5,Q5,NA,NA,NA,NA
626,2020-05-05,126,1,Q1,NA,12,NA,17286
627,2020-05-05,126,2,Q2,NA,NA,NA,12333
628,2020-05-05,126,3,Q3,NA,NA,NA,"9,8"
629,2020-05-05,126,4,Q4,NA,NA,NA,6833
630,2020-05-05,126,5,Q5,NA,NA,NA,NA
631,2020-05-06,127,1,Q1,NA,9,NA,15857
632,2020-05-06,127,2,Q2,NA,19,NA,13
633,2020-05-06,127,3,Q3,NA,7,NA,"9,6"
634,2020-05-06,127,4,Q4,NA,6,NA,"6,5"
635,2020-05-06,127,5,Q5,NA,NA,NA,NA
636,2020-05-07,128,1,Q1,NA,10,NA,13286
637,2020-05-07,128,2,Q2,NA,17,NA,12333
638,2020-05-07,128,3,Q3,NA,6,NA,"8,6"
639,2020-05-07,128,4,Q4,NA,NA,NA,"6,8"
640,2020-05-07,128,5,Q5,NA,NA,NA,NA
641,2020-05-08,129,1,Q1,NA,17,NA,13714
642,2020-05-08,129,2,Q2,NA,10,NA,12
643,2020-05-08,129,3,Q3,NA,12,NA,"9,4"
644,2020-05-08,129,4,Q4,NA,5,NA,"6,2"
645,2020-05-08,129,5,Q5,NA,NA,NA,NA
646,2020-05-09,130,1,Q1,NA,12,NA,13571
647,2020-05-09,130,2,Q2,NA,8,NA,"12,5"
648,2020-05-09,130,3,Q3,NA,NA,NA,"9,4"
649,2020-05-09,130,4,Q4,NA,NA,NA,"6,25"
650,2020-05-09,130,5,Q5,NA,NA,NA,NA
651,2020-05-10,131,1,Q1,NA,9,NA,13286
652,2020-05-10,131,2,Q2,NA,NA,NA,"12,8"
653,2020-05-10,131,3,Q3,NA,NA,NA,"9,75"
654,2020-05-10,131,4,Q4,NA,NA,NA,5667
655,2020-05-10,131,5,Q5,NA,NA,NA,NA
656,2020-05-11,132,1,Q1,NA,15,NA,12
657,2020-05-11,132,2,Q2,NA,15,NA,"13,8"
658,2020-05-11,132,3,Q3,NA,7,NA,8
659,2020-05-11,132,4,Q4,NA,NA,NA,"5,5"
660,2020-05-11,132,5,Q5,NA,NA,NA,NA
661,2020-05-12,133,1,Q1,NA,5,NA,11
662,2020-05-12,133,2,Q2,NA,NA,NA,"13,8"
663,2020-05-12,133,3,Q3,NA,NA,NA,8
664,2020-05-12,133,4,Q4,NA,NA,NA,"5,5"
665,2020-05-12,133,5,Q5,NA,NA,NA,NA
666,2020-05-13,134,1,Q1,NA,12,NA,11429
667,2020-05-13,134,2,Q2,NA,7,NA,"11,4"
668,2020-05-13,134,3,Q3,NA,NA,NA,8333
669,2020-05-13,134,4,Q4,NA,6,NA,"5,5"
670,2020-05-13,134,5,Q5,NA,NA,NA,NA
671,2020-05-14,135,1,Q1,NA,13,NA,11857
672,2020-05-14,135,2,Q2,NA,6,NA,"9,2"
673,2020-05-14,135,3,Q3,NA,NA,NA,"9,5"
674,2020-05-14,135,4,Q4,NA,NA,NA,"5,5"
675,2020-05-14,135,5,Q5,NA,NA,NA,NA
676,2020-05-15,136,1,Q1,NA,12,NA,11143
677,2020-05-15,136,2,Q2,NA,NA,NA,9
678,2020-05-15,136,3,Q3,NA,6,NA,"6,5"
679,2020-05-15,136,4,Q4,NA,NA,NA,6
680,2020-05-15,136,5,Q5,NA,NA,NA,NA
681,2020-05-16,137,1,Q1,NA,9,NA,10714
682,2020-05-16,137,2,Q2,NA,NA,NA,9333
683,2020-05-16,137,3,Q3,NA,NA,NA,"6,5"
684,2020-05-16,137,4,Q4,NA,NA,NA,6
685,2020-05-16,137,5,Q5,NA,NA,NA,NA
686,2020-05-17,138,1,Q1,NA,8,NA,10571
687,2020-05-17,138,2,Q2,NA,NA,NA,9333
688,2020-05-17,138,3,Q3,NA,NA,NA,"6,5"
689,2020-05-17,138,4,Q4,NA,NA,NA,6
690,2020-05-17,138,5,Q5,NA,NA,NA,NA
691,2020-05-18,139,1,Q1,NA,11,NA,10
692,2020-05-18,139,2,Q2,NA,5,NA,6
693,2020-05-18,139,3,Q3,NA,NA,NA,6
694,2020-05-18,139,4,Q4,NA,5,NA,"5,5"
695,2020-05-18,139,5,Q5,NA,NA,NA,NA
696,2020-05-19,140,1,Q1,NA,NA,NA,10833
697,2020-05-19,140,2,Q2,NA,NA,NA,6
698,2020-05-19,140,3,Q3,NA,NA,NA,6
699,2020-05-19,140,4,Q4,NA,NA,NA,"5,5"
700,2020-05-19,140,5,Q5,NA,NA,NA,NA
701,2020-05-20,141,1,Q1,NA,10,NA,"10,5"
702,2020-05-20,141,2,Q2,NA,5,NA,5333
703,2020-05-20,141,3,Q3,NA,NA,NA,6
704,2020-05-20,141,4,Q4,NA,NA,NA,5
705,2020-05-20,141,5,Q5,NA,NA,NA,NA
706,2020-05-21,142,1,Q1,NA,9,NA,9833
707,2020-05-21,142,2,Q2,NA,NA,NA,5
708,2020-05-21,142,3,Q3,NA,NA,NA,6
709,2020-05-21,142,4,Q4,NA,NA,NA,5
710,2020-05-21,142,5,Q5,NA,NA,NA,NA
711,2020-05-22,143,1,Q1,NA,10,NA,"9,5"
712,2020-05-22,143,2,Q2,NA,10,NA,6667
713,2020-05-22,143,3,Q3,NA,NA,NA,NA
714,2020-05-22,143,4,Q4,NA,NA,NA,5
715,2020-05-22,143,5,Q5,NA,NA,NA,NA
716,2020-05-23,144,1,Q1,NA,NA,NA,"9,6"
717,2020-05-23,144,2,Q2,NA,6,NA,"6,5"
718,2020-05-23,144,3,Q3,NA,NA,NA,NA
719,2020-05-23,144,4,Q4,NA,NA,NA,5
720,2020-05-23,144,5,Q5,NA,NA,NA,NA
721,2020-05-24,145,1,Q1,NA,14,NA,"10,8"
722,2020-05-24,145,2,Q2,NA,NA,NA,"6,5"
723,2020-05-24,145,3,Q3,NA,NA,NA,NA
724,2020-05-24,145,4,Q4,NA,NA,NA,5
725,2020-05-24,145,5,Q5,NA,NA,NA,NA
726,2020-05-25,146,1,Q1,NA,10,NA,"10,6"
727,2020-05-25,146,2,Q2,NA,10,NA,"7,75"
728,2020-05-25,146,3,Q3,NA,NA,NA,NA
729,2020-05-25,146,4,Q4,NA,NA,NA,NA
730,2020-05-25,146,5,Q5,NA,NA,NA,NA
731,2020-05-26,147,1,Q1,NA,7,NA,10
732,2020-05-26,147,2,Q2,NA,NA,NA,"7,75"
733,2020-05-26,147,3,Q3,NA,NA,NA,NA
734,2020-05-26,147,4,Q4,NA,NA,NA,NA
735,2020-05-26,147,5,Q5,NA,NA,NA,NA
736,2020-05-27,148,1,Q1,NA,9,NA,9833
737,2020-05-27,148,2,Q2,NA,NA,NA,8667
738,2020-05-27,148,3,Q3,NA,NA,NA,NA
739,2020-05-27,148,4,Q4,NA,NA,NA,NA
740,2020-05-27,148,5,Q5,NA,NA,NA,NA
741,2020-05-28,149,1,Q1,NA,NA,NA,10
742,2020-05-28,149,2,Q2,NA,6,NA,8
743,2020-05-28,149,3,Q3,NA,NA,NA,NA
744,2020-05-28,149,4,Q4,NA,NA,NA,NA
745,2020-05-28,149,5,Q5,NA,NA,NA,NA
746,2020-05-29,150,1,Q1,NA,5,NA,9
747,2020-05-29,150,2,Q2,NA,9,NA,"7,75"
748,2020-05-29,150,3,Q3,NA,NA,NA,NA
749,2020-05-29,150,4,Q4,NA,NA,NA,NA
750,2020-05-29,150,5,Q5,NA,NA,NA,NA
751,2020-05-30,151,1,Q1,NA,8,NA,8833
752,2020-05-30,151,2,Q2,NA,NA,NA,8333
753,2020-05-30,151,3,Q3,NA,NA,NA,NA
754,2020-05-30,151,4,Q4,NA,NA,NA,NA
755,2020-05-30,151,5,Q5,NA,NA,NA,NA
756,2020-05-31,152,1,Q1,NA,6,NA,"7,5"
757,2020-05-31,152,2,Q2,NA,NA,NA,8333
758,2020-05-31,152,3,Q3,NA,NA,NA,NA
759,2020-05-31,152,4,Q4,NA,NA,NA,NA
760,2020-05-31,152,5,Q5,NA,NA,NA,NA
761,2020-06-01,153,1,Q1,5,6,5,6833
762,2020-06-01,153,2,Q2,7,NA,7,"7,5"
763,2020-06-01,153,3,Q3,10,NA,10,NA
764,2020-06-01,153,4,Q4,8,NA,8,NA
765,2020-06-01,153,5,Q5,9,NA,9,NA
766,2020-06-02,154,1,Q1,21,12,13,7667
767,2020-06-02,154,2,Q2,16,5,"11,5",6667
768,2020-06-02,154,3,Q3,26,5,18,5
769,2020-06-02,154,4,Q4,19,NA,"13,5",NA
770,2020-06-02,154,5,Q5,19,NA,14,NA
771,2020-06-03,155,1,Q1,32,NA,19333,"7,4"
772,2020-06-03,155,2,Q2,18,NA,13667,6667
773,2020-06-03,155,3,Q3,33,NA,23,5
774,2020-06-03,155,4,Q4,26,NA,17667,NA
775,2020-06-03,155,5,Q5,23,NA,17,NA
776,2020-06-04,156,1,Q1,30,5,22,7
777,2020-06-04,156,2,Q2,31,NA,18,7
778,2020-06-04,156,3,Q3,38,NA,"26,75",5
779,2020-06-04,156,4,Q4,29,NA,"20,5",NA
780,2020-06-04,156,5,Q5,24,NA,"18,75",NA
781,2020-06-05,157,1,Q1,31,6,"23,8",7167
782,2020-06-05,157,2,Q2,27,NA,"19,8",5
783,2020-06-05,157,3,Q3,17,NA,"24,8",5
784,2020-06-05,157,4,Q4,20,NA,"20,4",NA
785,2020-06-05,157,5,Q5,23,NA,"19,6",NA
786,2020-06-06,158,1,Q1,21,NA,23333,7
787,2020-06-06,158,2,Q2,15,NA,19,5
788,2020-06-06,158,3,Q3,17,NA,"23,5",5
789,2020-06-06,158,4,Q4,29,NA,21833,NA
790,2020-06-06,158,5,Q5,17,NA,19167,NA
791,2020-06-07,159,1,Q1,14,NA,22,"7,25"
792,2020-06-07,159,2,Q2,15,NA,18429,5
793,2020-06-07,159,3,Q3,18,NA,22714,5
794,2020-06-07,159,4,Q4,21,NA,21714,NA
795,2020-06-07,159,5,Q5,18,NA,19,NA
796,2020-06-08,160,1,Q1,20,6,24143,"7,25"
797,2020-06-08,160,2,Q2,9,NA,18714,5
798,2020-06-08,160,3,Q3,12,NA,23,5
799,2020-06-08,160,4,Q4,21,NA,23571,NA
800,2020-06-08,160,5,Q5,12,NA,19429,NA
801,2020-06-09,161,1,Q1,11,5,22714,"5,5"
802,2020-06-09,161,2,Q2,14,NA,18429,NA
803,2020-06-09,161,3,Q3,23,NA,22571,NA
804,2020-06-09,161,4,Q4,21,NA,23857,NA
805,2020-06-09,161,5,Q5,22,NA,19857,NA
806,2020-06-10,162,1,Q1,27,NA,22,"5,5"
807,2020-06-10,162,2,Q2,33,NA,20571,NA
808,2020-06-10,162,3,Q3,26,NA,21571,NA
809,2020-06-10,162,4,Q4,29,NA,24286,NA
810,2020-06-10,162,5,Q5,19,NA,19286,NA
811,2020-06-11,163,1,Q1,28,NA,21714,5667
812,2020-06-11,163,2,Q2,20,NA,19,NA
813,2020-06-11,163,3,Q3,34,NA,21,NA
814,2020-06-11,163,4,Q4,17,NA,22571,NA
815,2020-06-11,163,5,Q5,12,NA,17571,NA
816,2020-06-12,164,1,Q1,18,NA,19857,"5,5"
817,2020-06-12,164,2,Q2,22,NA,18286,NA
818,2020-06-12,164,3,Q3,21,NA,21571,NA
819,2020-06-12,164,4,Q4,19,NA,22429,NA
820,2020-06-12,164,5,Q5,11,NA,15857,NA
821,2020-06-13,165,1,Q1,16,5,19143,5333
822,2020-06-13,165,2,Q2,24,NA,19571,NA
823,2020-06-13,165,3,Q3,26,NA,22857,NA
824,2020-06-13,165,4,Q4,10,NA,19714,NA
825,2020-06-13,165,5,Q5,15,NA,15571,NA
826,2020-06-14,166,1,Q1,13,NA,19,5333
827,2020-06-14,166,2,Q2,11,NA,19,NA
828,2020-06-14,166,3,Q3,22,NA,23429,NA
829,2020-06-14,166,4,Q4,28,NA,20714,NA
830,2020-06-14,166,5,Q5,10,NA,14429,NA
831,2020-06-15,167,1,Q1,22,NA,19286,5
832,2020-06-15,167,2,Q2,14,NA,19714,NA
833,2020-06-15,167,3,Q3,19,NA,24429,NA
834,2020-06-15,167,4,Q4,15,NA,19857,NA
835,2020-06-15,167,5,Q5,15,NA,14857,NA
836,2020-06-16,168,1,Q1,22,NA,20857,5
837,2020-06-16,168,2,Q2,20,NA,20571,NA
838,2020-06-16,168,3,Q3,16,NA,23429,NA
839,2020-06-16,168,4,Q4,16,NA,19143,NA
840,2020-06-16,168,5,Q5,22,NA,14857,NA
841,2020-06-17,169,1,Q1,9,5,18286,5
842,2020-06-17,169,2,Q2,13,NA,17714,NA
843,2020-06-17,169,3,Q3,14,NA,21714,NA
844,2020-06-17,169,4,Q4,11,NA,16571,NA
845,2020-06-17,169,5,Q5,12,NA,13857,NA
846,2020-06-18,170,1,Q1,20,NA,17143,5
847,2020-06-18,170,2,Q2,12,NA,16571,NA
848,2020-06-18,170,3,Q3,14,NA,18857,NA
849,2020-06-18,170,4,Q4,14,NA,16143,NA
850,2020-06-18,170,5,Q5,17,NA,14571,NA
851,2020-06-19,171,1,Q1,20,NA,17429,5
852,2020-06-19,171,2,Q2,12,NA,15143,NA
853,2020-06-19,171,3,Q3,18,NA,18429,NA
854,2020-06-19,171,4,Q4,10,NA,14857,NA
855,2020-06-19,171,5,Q5,7,NA,14,NA
856,2020-06-20,172,1,Q1,12,NA,16857,5
857,2020-06-20,172,2,Q2,9,NA,13,NA
858,2020-06-20,172,3,Q3,15,NA,16857,NA
859,2020-06-20,172,4,Q4,12,NA,15143,NA
860,2020-06-20,172,5,Q5,11,NA,13429,NA
861,2020-06-21,173,1,Q1,10,NA,16429,5
862,2020-06-21,173,2,Q2,NA,NA,13333,NA
863,2020-06-21,173,3,Q3,6,NA,14571,NA
864,2020-06-21,173,4,Q4,12,NA,12857,NA
865,2020-06-21,173,5,Q5,8,NA,13143,NA
866,2020-06-22,174,1,Q1,13,NA,15143,5
867,2020-06-22,174,2,Q2,12,NA,13,NA
868,2020-06-22,174,3,Q3,6,NA,12714,NA
869,2020-06-22,174,4,Q4,14,NA,12714,NA
870,2020-06-22,174,5,Q5,11,NA,12571,NA
871,2020-06-23,175,1,Q1,17,NA,14429,5
872,2020-06-23,175,2,Q2,13,NA,11833,NA
873,2020-06-23,175,3,Q3,13,NA,12286,NA
874,2020-06-23,175,4,Q4,12,NA,12143,NA
875,2020-06-23,175,5,Q5,8,NA,10571,NA
876,2020-06-24,176,1,Q1,14,5,15143,5
877,2020-06-24,176,2,Q2,16,NA,12333,NA
878,2020-06-24,176,3,Q3,16,NA,12571,NA
879,2020-06-24,176,4,Q4,11,NA,12143,NA
880,2020-06-24,176,5,Q5,7,NA,9857,NA
881,2020-06-25,177,1,Q1,12,NA,14,5
882,2020-06-25,177,2,Q2,10,NA,12,NA
883,2020-06-25,177,3,Q3,9,NA,11857,NA
884,2020-06-25,177,4,Q4,7,NA,11143,NA
885,2020-06-25,177,5,Q5,10,NA,8857,NA
886,2020-06-26,178,1,Q1,13,NA,13,5
887,2020-06-26,178,2,Q2,17,NA,12833,NA
888,2020-06-26,178,3,Q3,7,NA,10286,NA
889,2020-06-26,178,4,Q4,8,NA,10857,NA
890,2020-06-26,178,5,Q5,13,NA,9714,NA
891,2020-06-27,179,1,Q1,14,NA,13286,5
892,2020-06-27,179,2,Q2,7,NA,"12,5",NA
893,2020-06-27,179,3,Q3,15,NA,10286,NA
894,2020-06-27,179,4,Q4,12,NA,10857,NA
895,2020-06-27,179,5,Q5,6,NA,9,NA
896,2020-06-28,180,1,Q1,12,NA,13571,5
897,2020-06-28,180,2,Q2,9,NA,12,NA
898,2020-06-28,180,3,Q3,11,NA,11,NA
899,2020-06-28,180,4,Q4,15,NA,11286,NA
900,2020-06-28,180,5,Q5,10,NA,9286,NA
901,2020-06-29,181,1,Q1,14,NA,13714,5
902,2020-06-29,181,2,Q2,6,NA,11143,NA
903,2020-06-29,181,3,Q3,11,NA,11714,NA
904,2020-06-29,181,4,Q4,10,NA,10714,NA
905,2020-06-29,181,5,Q5,15,NA,9857,NA
906,2020-06-30,182,1,Q1,8,NA,12429,5
907,2020-06-30,182,2,Q2,8,NA,10429,NA
908,2020-06-30,182,3,Q3,13,NA,11714,NA
909,2020-06-30,182,4,Q4,10,NA,10429,NA
910,2020-06-30,182,5,Q5,NA,NA,10167,NA
911,2020-07-01,183,1,Q1,14,NA,12429,NA
912,2020-07-01,183,2,Q2,10,NA,9571,NA
913,2020-07-01,183,3,Q3,13,NA,11286,NA
914,2020-07-01,183,4,Q4,14,NA,10857,NA
915,2020-07-01,183,5,Q5,11,NA,10833,NA
916,2020-07-02,184,1,Q1,9,NA,12,NA
917,2020-07-02,184,2,Q2,6,NA,9,NA
918,2020-07-02,184,3,Q3,9,NA,11286,NA
919,2020-07-02,184,4,Q4,11,NA,11429,NA
920,2020-07-02,184,5,Q5,12,NA,11167,NA
921,2020-07-03,185,1,Q1,15,NA,12286,NA
922,2020-07-03,185,2,Q2,11,NA,8143,NA
923,2020-07-03,185,3,Q3,12,NA,12,NA
924,2020-07-03,185,4,Q4,12,NA,12,NA
925,2020-07-03,185,5,Q5,10,NA,10667,NA
926,2020-07-04,186,1,Q1,12,NA,12,NA
927,2020-07-04,186,2,Q2,8,NA,8286,NA
928,2020-07-04,186,3,Q3,12,NA,11571,NA
929,2020-07-04,186,4,Q4,10,NA,11714,NA
930,2020-07-04,186,5,Q5,NA,NA,"11,6",NA
931,2020-07-05,187,1,Q1,8,NA,11429,NA
932,2020-07-05,187,2,Q2,NA,NA,8167,NA
933,2020-07-05,187,3,Q3,NA,NA,11667,NA
934,2020-07-05,187,4,Q4,NA,NA,11167,NA
935,2020-07-05,187,5,Q5,10,NA,"11,6",NA
936,2020-07-06,188,1,Q1,11,NA,11,NA
937,2020-07-06,188,2,Q2,5,NA,8,NA
938,2020-07-06,188,3,Q3,9,NA,11333,NA
939,2020-07-06,188,4,Q4,7,NA,10667,NA
940,2020-07-06,188,5,Q5,5,NA,"9,6",NA
941,2020-07-07,189,1,Q1,14,NA,11857,NA
942,2020-07-07,189,2,Q2,10,NA,8333,NA
943,2020-07-07,189,3,Q3,8,NA,"10,5",NA
944,2020-07-07,189,4,Q4,10,NA,10667,NA
945,2020-07-07,189,5,Q5,11,NA,9833,NA
946,2020-07-08,190,1,Q1,14,NA,11857,NA
947,2020-07-08,190,2,Q2,13,NA,8833,NA
948,2020-07-08,190,3,Q3,10,NA,10,NA
949,2020-07-08,190,4,Q4,6,NA,9333,NA
950,2020-07-08,190,5,Q5,10,NA,9667,NA
951,2020-07-09,191,1,Q1,20,NA,13429,NA
952,2020-07-09,191,2,Q2,17,NA,10667,NA
953,2020-07-09,191,3,Q3,13,NA,10667,NA
954,2020-07-09,191,4,Q4,17,NA,10333,NA
955,2020-07-09,191,5,Q5,16,NA,10333,NA
956,2020-07-10,192,1,Q1,23,NA,14571,NA
957,2020-07-10,192,2,Q2,13,NA,11,NA
958,2020-07-10,192,3,Q3,19,NA,11833,NA
959,2020-07-10,192,4,Q4,15,NA,10833,NA
960,2020-07-10,192,5,Q5,12,NA,10667,NA
961,2020-07-11,193,1,Q1,30,NA,17143,NA
962,2020-07-11,193,2,Q2,15,NA,12167,NA
963,2020-07-11,193,3,Q3,13,NA,12,NA
964,2020-07-11,193,4,Q4,13,NA,11333,NA
965,2020-07-11,193,5,Q5,9,NA,10429,NA
966,2020-07-12,194,1,Q1,17,NA,18429,NA
967,2020-07-12,194,2,Q2,10,NA,11857,NA
968,2020-07-12,194,3,Q3,9,NA,11571,NA
969,2020-07-12,194,4,Q4,12,NA,11429,NA
970,2020-07-12,194,5,Q5,9,NA,10286,NA
971,2020-07-13,195,1,Q1,18,NA,19429,NA
