"","week_id","lvl_SES","lvl_MBG","q2","q1","q3","level","level.r","date"
"1",1,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-01-06
"2",1,1,3,0.98953959676642,0.819865241838126,1.29942438185189,"1.3","Type 2: Low % - High %",2020-01-06
"3",1,3,1,0.967580570617463,0.766436919054107,1.18970799503841,"3.1","Type 3: High % - Low %",2020-01-06
"4",1,3,3,0.954035349180931,0.758805989989675,1.35588955086398,"3.3","Type 1: High % - High %",2020-01-06
"5",2,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-01-13
"6",2,1,3,0.992483439592247,0.836759994689096,1.26696505781025,"1.3","Type 2: Low % - High %",2020-01-13
"7",2,3,1,0.962010475074703,0.773445478706115,1.15181060819472,"3.1","Type 3: High % - Low %",2020-01-13
"8",2,3,3,0.944153953279669,0.770159733963861,1.3564428915126,"3.3","Type 1: High % - High %",2020-01-13
"9",3,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-01-20
"10",3,1,3,0.996348226175785,0.857744660451732,1.24644538690072,"1.3","Type 2: Low % - High %",2020-01-20
"11",3,3,1,0.977809915745081,0.7958316807915,1.13798144556802,"3.1","Type 3: High % - Low %",2020-01-20
"12",3,3,3,0.94899353556723,0.760671290420709,1.2873082784042,"3.3","Type 1: High % - High %",2020-01-20
"13",4,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-01-27
"14",4,1,3,0.970212882601986,0.861361219844997,1.15890556966754,"1.3","Type 2: Low % - High %",2020-01-27
"15",4,3,1,0.961101362829222,0.805923139898968,1.10595875931916,"3.1","Type 3: High % - Low %",2020-01-27
"16",4,3,3,0.946402126924602,0.738572904283302,1.20130578851381,"3.3","Type 1: High % - High %",2020-01-27
"17",5,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-02-03
"18",5,1,3,0.960054004391777,0.847772185904668,1.13129477311527,"1.3","Type 2: Low % - High %",2020-02-03
"19",5,3,1,0.963505408782914,0.794412339774289,1.10187588207473,"3.1","Type 3: High % - Low %",2020-02-03
"20",5,3,3,0.928828139749149,0.739490889905869,1.11677212321898,"3.3","Type 1: High % - High %",2020-02-03
"21",6,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-02-10
"22",6,1,3,0.94683349209571,0.837481905553983,1.08528421610322,"1.3","Type 2: Low % - High %",2020-02-10
"23",6,3,1,0.959522566958586,0.807924440006643,1.10880991991989,"3.1","Type 3: High % - Low %",2020-02-10
"24",6,3,3,0.896430432646988,0.737478014622919,1.07865757153725,"3.3","Type 1: High % - High %",2020-02-10
"25",7,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-02-17
"26",7,1,3,0.943172567127346,0.835197689673978,1.07538655260183,"1.3","Type 2: Low % - High %",2020-02-17
"27",7,3,1,0.948678251756603,0.787441838138717,1.08087249368037,"3.1","Type 3: High % - Low %",2020-02-17
"28",7,3,3,0.898626426186289,0.755510223898692,1.04188887765193,"3.3","Type 1: High % - High %",2020-02-17
"29",8,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-02-24
"30",8,1,3,0.934761515442858,0.831671057445635,1.04496823545782,"1.3","Type 2: Low % - High %",2020-02-24
"31",8,3,1,0.949991493140229,0.835759644928557,1.05128207730401,"3.1","Type 3: High % - Low %",2020-02-24
"32",8,3,3,0.890015137399505,0.78455965967203,1.01728483357419,"3.3","Type 1: High % - High %",2020-02-24
"33",9,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-03-02
"34",9,1,3,0.915683123580482,0.833586582684366,1.0062644169636,"1.3","Type 2: Low % - High %",2020-03-02
"35",9,3,1,0.939840136715489,0.832869609839256,1.02958645839457,"3.1","Type 3: High % - Low %",2020-03-02
"36",9,3,3,0.858683855256919,0.770308090195358,0.968811016339369,"3.3","Type 1: High % - High %",2020-03-02
"37",10,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-03-09
"38",10,1,3,0.906031654865003,0.839624945457795,0.976843381651604,"1.3","Type 2: Low % - High %",2020-03-09
"39",10,3,1,0.932411033331191,0.85896435587906,1.01090345216083,"3.1","Type 3: High % - Low %",2020-03-09
"40",10,3,3,0.847917168123016,0.793111092092416,0.927777375903409,"3.3","Type 1: High % - High %",2020-03-09
"41",11,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-03-16
"42",11,1,3,0.924509993433746,0.872083225091093,0.976682018183012,"1.3","Type 2: Low % - High %",2020-03-16
"43",11,3,1,0.949729503131072,0.89758857525964,1.00061597854595,"3.1","Type 3: High % - Low %",2020-03-16
"44",11,3,3,0.877327932043704,0.831250436949364,0.918915979256755,"3.3","Type 1: High % - High %",2020-03-16
"45",12,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-03-23
"46",12,1,3,1.00239053588159,0.96240295749523,1.04213164031087,"1.3","Type 2: Low % - High %",2020-03-23
"47",12,3,1,0.956574703160411,0.923706625675561,0.993835701323345,"3.1","Type 3: High % - Low %",2020-03-23
"48",12,3,3,0.95540188582869,0.930802379433412,0.999255025713728,"3.3","Type 1: High % - High %",2020-03-23
"49",13,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-03-30
"50",13,1,3,1.07300764444661,1.02769578998503,1.12607027505237,"1.3","Type 2: Low % - High %",2020-03-30
"51",13,3,1,0.980731699705863,0.942961149466704,1.03075433610423,"3.1","Type 3: High % - Low %",2020-03-30
"52",13,3,3,1.05956553071513,1.02258404016915,1.0939849685472,"3.3","Type 1: High % - High %",2020-03-30
"53",14,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-04-06
"54",14,1,3,1.12941268385415,1.08211887285279,1.18542480374002,"1.3","Type 2: Low % - High %",2020-04-06
"55",14,3,1,1.03512840683344,0.983259153289074,1.08577425336036,"3.1","Type 3: High % - Low %",2020-04-06
"56",14,3,3,1.16488074448512,1.12942050561166,1.21863602473598,"3.3","Type 1: High % - High %",2020-04-06
"57",15,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-04-13
"58",15,1,3,1.15877826690234,1.08896242488452,1.23139510286193,"1.3","Type 2: Low % - High %",2020-04-13
