"","week_id","lvl_SES","lvl_MBG","q2","q1","q3","level","level.r","date"
"73",19,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-05-11
"74",19,1,3,1.25229421647348,1.14911241091463,1.33722716230671,"1.3","Type 2: Low % - High %",2020-05-11
"75",19,3,1,1.08442839269025,0.995173783222263,1.1895214437951,"3.1","Type 3: High % - Low %",2020-05-11
"76",19,3,3,1.36813742807955,1.27108526664217,1.48161088390688,"3.3","Type 1: High % - High %",2020-05-11
"77",20,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-05-18
"78",20,1,3,1.26329554573293,1.15897133553135,1.36370418879927,"1.3","Type 2: Low % - High %",2020-05-18
"79",20,3,1,1.07492166282745,0.996297876537076,1.20380386672892,"3.1","Type 3: High % - Low %",2020-05-18
"80",20,3,3,1.37129386419975,1.25185848097061,1.4873335594745,"3.3","Type 1: High % - High %",2020-05-18
"81",21,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-05-25
"82",21,1,3,1.26978842369587,1.17096928287413,1.36637660468803,"1.3","Type 2: Low % - High %",2020-05-25
"83",21,3,1,1.05662661200553,0.955490750120563,1.17035554000903,"3.1","Type 3: High % - Low %",2020-05-25
"84",21,3,3,1.34980042231578,1.22257571197019,1.46010218049418,"3.3","Type 1: High % - High %",2020-05-25
"85",22,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-06-01
"86",22,1,3,1.27528102380611,1.19186268928588,1.42812268677322,"1.3","Type 2: Low % - High %",2020-06-01
"87",22,3,1,1.04723172461549,0.938718385099106,1.17510191272626,"3.1","Type 3: High % - Low %",2020-06-01
"88",22,3,3,1.34281051879128,1.22950986765715,1.48695780466691,"3.3","Type 1: High % - High %",2020-06-01
"89",23,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-06-08
"90",23,1,3,1.29201104265467,1.18969646657041,1.3908688484241,"1.3","Type 2: Low % - High %",2020-06-08
"91",23,3,1,1.05792505503455,0.954749123799493,1.17970934480873,"3.1","Type 3: High % - Low %",2020-06-08
"92",23,3,3,1.36382527061846,1.21382424012851,1.50098340617944,"3.3","Type 1: High % - High %",2020-06-08
"93",24,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-06-15
"94",24,1,3,1.29385072161987,1.17756056017456,1.4322404662204,"1.3","Type 2: Low % - High %",2020-06-15
"95",24,3,1,1.06019876867092,0.950041741425392,1.20411043097364,"3.1","Type 3: High % - Low %",2020-06-15
"96",24,3,3,1.37941009846846,1.20921125945898,1.5537710370435,"3.3","Type 1: High % - High %",2020-06-15
"97",25,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-06-22
"98",25,1,3,1.29218221830136,1.1568183733361,1.4447433774852,"1.3","Type 2: Low % - High %",2020-06-22
"99",25,3,1,1.0639003375392,0.964811214820339,1.20484507260397,"3.1","Type 3: High % - Low %",2020-06-22
"100",25,3,3,1.38792007858259,1.20696744488105,1.59245877768527,"3.3","Type 1: High % - High %",2020-06-22
"101",26,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-06-29
"102",26,1,3,1.30604612719944,1.16629592166315,1.48360504856663,"1.3","Type 2: Low % - High %",2020-06-29
"103",26,3,1,1.07138732863777,0.934677745671884,1.20805444146201,"3.1","Type 3: High % - Low %",2020-06-29
"104",26,3,3,1.40644733001202,1.21587677339728,1.56176330222711,"3.3","Type 1: High % - High %",2020-06-29
"105",27,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-07-06
"106",27,1,3,1.33067286165489,1.19972114533917,1.45476463332431,"1.3","Type 2: Low % - High %",2020-07-06
"107",27,3,1,1.07225199439301,0.955134285821219,1.21205535630406,"3.1","Type 3: High % - Low %",2020-07-06
"108",27,3,3,1.43643431440718,1.26723942745369,1.58019890458325,"3.3","Type 1: High % - High %",2020-07-06
"109",28,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-07-13
"110",28,1,3,1.39382321224075,1.24514971317178,1.51178436842325,"1.3","Type 2: Low % - High %",2020-07-13
"111",28,3,1,1.08820231100816,0.975402504327941,1.240004909584,"3.1","Type 3: High % - Low %",2020-07-13
"112",28,3,3,1.50326296236012,1.37264101627999,1.68954653675232,"3.3","Type 1: High % - High %",2020-07-13
"113",29,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-07-20
"114",29,1,3,1.44213303413412,1.31335474214679,1.56288757819551,"1.3","Type 2: Low % - High %",2020-07-20
"115",29,3,1,1.09569093403232,0.998214044305308,1.22020181891218,"3.1","Type 3: High % - Low %",2020-07-20
"116",29,3,3,1.56034552897058,1.42381204133662,1.71797205518275,"3.3","Type 1: High % - High %",2020-07-20
"117",30,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-07-27
"118",30,1,3,1.49750463236297,1.37646903505656,1.63963026924499,"1.3","Type 2: Low % - High %",2020-07-27
"119",30,3,1,1.11055033274081,0.989767315915885,1.24321213912216,"3.1","Type 3: High % - Low %",2020-07-27
"120",30,3,3,1.65530921886389,1.52026598368764,1.8310830920709,"3.3","Type 1: High % - High %",2020-07-27
"121",31,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-08-03
"122",31,1,3,1.5491706854993,1.41552145897325,1.69133735201511,"1.3","Type 2: Low % - High %",2020-08-03
"123",31,3,1,1.12473857139614,1.02087551814145,1.25001194612219,"3.1","Type 3: High % - Low %",2020-08-03
"124",31,3,3,1.73987191313348,1.61568082243982,1.92059172098424,"3.3","Type 1: High % - High %",2020-08-03
"125",32,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-08-10
"126",32,1,3,1.55498221209578,1.45513520725596,1.66627350753721,"1.3","Type 2: Low % - High %",2020-08-10
"127",32,3,1,1.11720768816732,1.01488546858048,1.23044823366921,"3.1","Type 3: High % - Low %",2020-08-10
"128",32,3,3,1.73716326866397,1.61617744406267,1.87849897286614,"3.3","Type 1: High % - High %",2020-08-10
"129",33,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-08-17
"130",33,1,3,1.56885412898004,1.45124591451312,1.69234110191318,"1.3","Type 2: Low % - High %",2020-08-17
"131",33,3,1,1.11764642706552,0.997760871362326,1.22519096499214,"3.1","Type 3: High % - Low %",2020-08-17
"132",33,3,3,1.75059624867868,1.62165842800927,1.90210069961849,"3.3","Type 1: High % - High %",2020-08-17
"133",34,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-08-24
"134",34,1,3,1.58656831525431,1.4600336827732,1.71725455617938,"1.3","Type 2: Low % - High %",2020-08-24
"135",34,3,1,1.09707871510565,1.00575867179563,1.19020580635368,"3.1","Type 3: High % - Low %",2020-08-24
"136",34,3,3,1.74354517925562,1.61286224480508,1.89014326933918,"3.3","Type 1: High % - High %",2020-08-24
"137",35,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2020-08-31
"138",35,1,3,1.57986734632841,1.47085421383437,1.72083255536897,"1.3","Type 2: Low % - High %",2020-08-31
"139",35,3,1,1.09924635244107,1.01074052808689,1.19826763277534,"3.1","Type 3: High % - Low %",2020-08-31
"140",35,3,3,1.73799822183169,1.62385937758527,1.87557742219577,"3.3","Type 1: High % - High %",2020-08-31
