"","week_id","lvl_SES","lvl_MBG","q2","q1","q3","level","level.r","date"
"184",46,3,3,0.985319644487464,0.975195984126349,0.998667401853849,"3.3","Type 1: High % - High %",2021-04-12
"185",47,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-04-19
"186",47,1,3,0.952739512848167,0.942359784436287,0.965555285253916,"1.3","Type 2: Low % - High %",2021-04-19
"187",47,3,1,1.03638724020547,1.0204914321148,1.05302623683449,"3.1","Type 3: High % - Low %",2021-04-19
"188",47,3,3,0.987971650865459,0.977820517795586,1.0010441144315,"3.3","Type 1: High % - High %",2021-04-19
"189",48,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-04-26
"190",48,1,3,0.940197594898674,0.927256003399957,0.953161165435209,"1.3","Type 2: Low % - High %",2021-04-26
"191",48,3,1,1.05754007673473,1.04434235370001,1.07495873245175,"3.1","Type 3: High % - Low %",2021-04-26
"192",48,3,3,0.994098913197656,0.982762150258419,1.00672534905577,"3.3","Type 1: High % - High %",2021-04-26
"193",49,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-05-03
"194",49,1,3,0.94110555196204,0.928615315253561,0.953141900373628,"1.3","Type 2: Low % - High %",2021-05-03
"195",49,3,1,1.04171387760779,1.02732494902086,1.05689788288573,"3.1","Type 3: High % - Low %",2021-05-03
"196",49,3,3,0.979664969991799,0.969002434437694,0.992067799339204,"3.3","Type 1: High % - High %",2021-05-03
"197",50,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-05-10
"198",50,1,3,0.928435552251603,0.917742780868118,0.942786814515836,"1.3","Type 2: Low % - High %",2021-05-10
"199",50,3,1,1.07002327980901,1.05448898207314,1.08316429893949,"3.1","Type 3: High % - Low %",2021-05-10
"200",50,3,3,0.994857927587437,0.97981000546174,1.00726780442265,"3.3","Type 1: High % - High %",2021-05-10
"201",51,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-05-17
"202",51,1,3,0.939441878663982,0.926558128712917,0.956479840618303,"1.3","Type 2: Low % - High %",2021-05-17
"203",51,3,1,1.10368435891322,1.08295718518261,1.12923041788561,"3.1","Type 3: High % - Low %",2021-05-17
"204",51,3,3,1.03885170110519,1.02356642657327,1.0548137431565,"3.3","Type 1: High % - High %",2021-05-17
"205",52,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-05-24
"206",52,1,3,0.935228024407373,0.919508255375758,0.952546991378065,"1.3","Type 2: Low % - High %",2021-05-24
"207",52,3,1,1.11216790233838,1.0854365187994,1.14009986902908,"3.1","Type 3: High % - Low %",2021-05-24
"208",52,3,3,1.03986624251881,1.02067761438367,1.05684999918572,"3.3","Type 1: High % - High %",2021-05-24
"209",53,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-05-31
"210",53,1,3,0.953641905736711,0.930351550712937,0.972139283083407,"1.3","Type 2: Low % - High %",2021-05-31
"211",53,3,1,1.12122674000483,1.09572942599902,1.14461087829773,"3.1","Type 3: High % - Low %",2021-05-31
"212",53,3,3,1.06678703619259,1.04804194375593,1.08850090748766,"3.3","Type 1: High % - High %",2021-05-31
"213",54,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-06-07
"214",54,1,3,1.02404483653733,1.00311488115583,1.05625502712246,"1.3","Type 2: Low % - High %",2021-06-07
"215",54,3,1,1.05162027267028,1.02107508648347,1.08843502542154,"3.1","Type 3: High % - Low %",2021-06-07
"216",54,3,3,1.0786145882538,1.05174407429655,1.1057434684353,"3.3","Type 1: High % - High %",2021-06-07
"217",55,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-06-14
"218",55,1,3,1.0500431297954,1.02024697375972,1.07530358916494,"1.3","Type 2: Low % - High %",2021-06-14
"219",55,3,1,1.00727611439694,0.971023488396875,1.03610763160578,"3.1","Type 3: High % - Low %",2021-06-14
"220",55,3,3,1.05730445812909,1.02733542230963,1.08281943741567,"3.3","Type 1: High % - High %",2021-06-14
"221",56,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-06-21
"222",56,1,3,0.990774784487765,0.959534717024637,1.02478734203783,"1.3","Type 2: Low % - High %",2021-06-21
"223",56,3,1,1.05498961279412,1.02162697720561,1.0938843391178,"3.1","Type 3: High % - Low %",2021-06-21
"224",56,3,3,1.04612528998014,1.01748341332229,1.07804365258311,"3.3","Type 1: High % - High %",2021-06-21
"225",57,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-06-28
"226",57,1,3,0.985277540526734,0.964396125968732,1.01136487630652,"1.3","Type 2: Low % - High %",2021-06-28
"227",57,3,1,1.14932841577908,1.12690768253658,1.18275117311167,"3.1","Type 3: High % - Low %",2021-06-28
"228",57,3,3,1.13235565595665,1.10810848901632,1.16050449447246,"3.3","Type 1: High % - High %",2021-06-28
"229",58,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-07-05
"230",58,1,3,0.923256876594308,0.91059542263177,0.935091599391357,"1.3","Type 2: Low % - High %",2021-07-05
"231",58,3,1,1.20449291221095,1.18954069904696,1.21981563847575,"3.1","Type 3: High % - Low %",2021-07-05
"232",58,3,3,1.11288117907583,1.1017409587606,1.12306621696434,"3.3","Type 1: High % - High %",2021-07-05
"233",59,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-07-12
"234",59,1,3,0.970142421466562,0.959927764462138,0.980777609627671,"1.3","Type 2: Low % - High %",2021-07-12
"235",59,3,1,1.08539372652807,1.07394369609823,1.09885171638481,"3.1","Type 3: High % - Low %",2021-07-12
"236",59,3,3,1.05269815707808,1.04395522678246,1.06292439974342,"3.3","Type 1: High % - High %",2021-07-12
"237",60,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-07-19
"238",60,1,3,1.02359715921274,1.01095315580612,1.04092448983934,"1.3","Type 2: Low % - High %",2021-07-19
"239",60,3,1,1.01923850055149,1.0024365795169,1.03367917947335,"3.1","Type 3: High % - Low %",2021-07-19
"240",60,3,3,1.04360777954318,1.03049389690741,1.05895765665179,"3.3","Type 1: High % - High %",2021-07-19
"241",61,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-07-26
"242",61,1,3,1.05077899100959,1.03002526451907,1.06888752599979,"1.3","Type 2: Low % - High %",2021-07-26
"243",61,3,1,1.04470098412741,1.02750186107828,1.06556014686038,"3.1","Type 3: High % - Low %",2021-07-26
"244",61,3,3,1.09728637327649,1.08245775607052,1.11446379482483,"3.3","Type 1: High % - High %",2021-07-26
"245",62,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-08-02
"246",62,1,3,1.08661622110641,1.06772310691371,1.10618354555438,"1.3","Type 2: Low % - High %",2021-08-02
"247",62,3,1,1.04278882466131,1.01771236562873,1.06414592085872,"3.1","Type 3: High % - Low %",2021-08-02
"248",62,3,3,1.13371686458937,1.11232540864841,1.15385133797585,"3.3","Type 1: High % - High %",2021-08-02
"249",63,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-08-09
"250",63,1,3,1.08861310285918,1.07200388403097,1.11121202338224,"1.3","Type 2: Low % - High %",2021-08-09
"251",63,3,1,1.05907427658196,1.03786009130743,1.08389947417399,"3.1","Type 3: High % - Low %",2021-08-09
"252",63,3,3,1.15304220084923,1.13570706159632,1.17525741923893,"3.3","Type 1: High % - High %",2021-08-09
"253",64,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-08-16
"254",64,1,3,1.10157704684143,1.08235849306809,1.12134405864809,"1.3","Type 2: Low % - High %",2021-08-16
"255",64,3,1,1.0852971050898,1.05607697230934,1.11424399986674,"3.1","Type 3: High % - Low %",2021-08-16
"256",64,3,3,1.19526116024354,1.17550571477026,1.21640642458734,"3.3","Type 1: High % - High %",2021-08-16
"257",65,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-08-23
"258",65,1,3,1.07338227211525,1.05466058853444,1.09640206329435,"1.3","Type 2: Low % - High %",2021-08-23
"259",65,3,1,1.15044426382563,1.1253627111285,1.17349353963858,"3.1","Type 3: High % - Low %",2021-08-23
"260",65,3,3,1.23210488318161,1.21472917911689,1.25512232834093,"3.3","Type 1: High % - High %",2021-08-23
"261",66,1,1,1,1,1,"1.1","Type 4: Low % - Low %",2021-08-30
"262",66,1,3,1.04488874718724,1.02037449919786,1.06483545721313,"1.3","Type 2: Low % - High %",2021-08-30
"263",66,3,1,1.16313448928599,1.13477580173212,1.19444846498475,"3.1","Type 3: High % - Low %",2021-08-30
